City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
147,shimanovsk,52.0,127.7,2.19,72,100,1.91,RU,1651608976
148,kodiak,57.79,-152.4072,6.73,81,100,4.12,US,1651608977
149,huarmey,-10.0681,-78.1522,21.55,74,48,4.07,PE,1651608978
150,nioro,13.35,-15.75,30.34,28,99,3.1,GM,1651608979
151,cururupu,-1.8283,-44.8683,24.86,93,100,2.01,BR,1651608979
152,ocampo,21.65,-101.5,27.78,9,98,4.58,MX,1651608980
153,bilibino,68.0546,166.4372,-5.78,97,100,1.17,RU,1651608982
154,san carlos de bariloche,-41.1456,-71.3082,12.86,58,20,9.77,AR,1651608983
155,souillac,-20.5167,57.5167,25.21,88,40,3.09,MU,1651608984
156,hwange,-18.3693,26.5019,18.8,58,44,0.4,ZW,1651608985
157,zhuhai,22.2769,113.5678,22.84,68,0,3.09,CN,1651608986
158,katsuura,35.1333,140.3,15.72,66,0,5.74,JP,1651608986
159,marang,5.2056,103.2059,26.95,88,100,1.36,MY,1651608987
160,carnarvon,-24.8667,113.6333,16.04,77,0,4.63,AU,1651608988
161,sao joao da barra,-21.6403,-41.0511,28.05,80,31,5.24,BR,1651608989
162,haines junction,60.7522,-137.5108,8.97,43,93,3.09,CA,1651608989
163,kemin,42.7846,75.6892,14.79,96,100,2.0,KG,1651608990
164,mahebourg,-20.4081,57.7,25.16,88,40,3.09,MU,1651608991
165,katangli,51.7102,143.2326,-0.67,98,100,4.74,RU,1651608992
166,kautokeino,69.0125,23.0412,-9.27,84,80,3.84,NO,1651608992
167,narsaq,60.9167,-46.05,5.12,80,100,2.26,GL,1651608993
168,rabo de peixe,37.8,-25.5833,18.49,74,75,3.09,PT,1651608994
169,bangassou,4.7413,22.8184,21.6,83,92,0.34,CF,1651608994
170,saskylakh,71.9167,114.0833,-10.87,95,93,3.39,RU,1651608995
171,gharo,24.7424,67.5856,28.12,83,0,7.04,PK,1651608996
172,howard springs,-12.497,131.047,25.95,97,2,1.69,AU,1651608997
173,alugan,12.2188,125.4808,26.46,80,98,4.48,PH,1651608997
174,mehamn,71.0357,27.8492,-4.05,84,100,7.36,NO,1651608998
175,bati,11.1833,40.0167,22.97,38,4,2.85,ET,1651608999
176,tuatapere,-46.1333,167.6833,10.11,89,71,1.95,NZ,1651609000
177,fairbanks,64.8378,-147.7164,11.72,42,75,2.57,US,1651608809
178,shirgaon,19.7,72.7,27.93,80,2,3.11,IN,1651609001
179,sisimiut,66.9395,-53.6735,-3.3,86,99,9.8,GL,1651609001
180,maniitsoq,65.4167,-52.9,-2.9,86,100,0.48,GL,1651609002
181,tougue,11.4667,-11.6,24.19,55,81,0.85,GN,1651609003
182,ust-kuyga,70.0167,135.6,-10.72,96,100,1.75,RU,1651609003
183,yulara,-25.2406,130.9889,15.91,55,0,3.6,AU,1651609004
184,kaeo,-35.1,173.7833,12.96,96,18,3.77,NZ,1651609004
185,luwingu,-10.2621,29.9271,17.53,79,79,3.27,ZM,1651609005
186,cape town,-33.9258,18.4232,17.17,89,4,2.68,ZA,1651608773
187,tubuala,9.5167,-79.0333,29.07,74,60,3.33,PA,1651609006
188,anadyr,64.75,177.4833,-6.72,93,0,4.0,RU,1651609007
189,ostersund,63.1792,14.6357,-0.22,80,9,5.14,SE,1651609008
190,hasaki,35.7333,140.8333,10.22,70,0,7.27,JP,1651609008
191,kavieng,-2.5744,150.7967,27.63,80,100,3.92,PG,1651609009
192,grand gaube,-20.0064,57.6608,25.22,80,6,2.24,MU,1651609010
193,copiapo,-27.3667,-70.3333,16.83,24,0,1.9,CL,1651609011
194,sur,22.5667,59.5289,29.67,42,0,3.59,OM,1651609011
195,mocuba,-16.8392,36.9856,18.53,96,13,1.24,MZ,1651609012
196,opuwo,-18.0607,13.84,19.28,39,0,3.09,NA,1651609012
197,marsh harbour,26.5412,-77.0636,25.23,81,97,6.83,BS,1651609013
198,arraial do cabo,-22.9661,-42.0278,26.98,78,0,5.66,BR,1651609013
199,ribeira grande,38.5167,-28.7,18.22,82,20,3.09,PT,1651609014
200,popondetta,-8.7537,148.2534,23.06,95,75,1.16,PG,1651609015
201,laizhou,37.1717,119.9214,18.03,49,2,6.62,CN,1651609015
202,namibe,-15.1961,12.1522,23.56,76,18,2.12,AO,1651609016
203,puerto escondido,15.85,-97.0667,31.46,66,0,4.63,MX,1651609016
204,meulaboh,4.1363,96.1285,24.54,89,100,1.97,ID,1651609017
205,tommot,58.9564,126.2925,-3.51,89,100,1.51,RU,1651609017
206,zhanaozen,43.3,52.8,14.69,38,94,4.45,KZ,1651609018
207,lorengau,-2.0226,147.2712,27.55,79,98,1.86,PG,1651609018
208,san quintin,30.4833,-115.95,18.09,63,77,7.9,MX,1651609019
209,sitka,57.0531,-135.33,7.94,71,100,5.14,US,1651608842
210,catamarca,-28.4696,-65.7852,24.32,31,0,0.89,AR,1651609019
211,cam ranh,11.9214,109.1591,25.98,78,40,4.12,VN,1651609020
212,chkalovskoye,44.8392,133.0436,5.54,82,99,0.28,RU,1651609021
213,banda aceh,5.5577,95.3222,26.03,84,100,6.19,ID,1651609021
214,monrovia,6.3005,-10.7969,27.42,82,14,4.37,LR,1651609022
215,talcahuano,-36.7167,-73.1167,18.82,59,0,6.17,CL,1651609022
216,mason city,43.1536,-93.201,11.85,65,100,6.69,US,1651608815
217,nikolskoye,59.7035,30.7861,4.37,65,24,3.81,RU,1651609023
218,veraval,20.9,70.3667,27.44,85,0,3.78,IN,1651609023
219,hay river,60.8156,-115.7999,9.99,40,20,8.75,CA,1651609024
220,nishihara,26.1842,127.7558,21.6,53,75,3.6,JP,1651609025
221,alpena,45.0617,-83.4327,8.18,96,100,5.66,US,1651609025
222,tabou,4.423,-7.3528,27.4,79,7,3.05,CI,1651609026
223,hamilton,39.1834,-84.5333,22.57,87,100,6.17,US,1651608927
224,port hardy,50.6996,-127.4199,7.1,93,100,3.09,CA,1651609027
225,bambous virieux,-20.3428,57.7575,25.14,88,40,3.09,MU,1651609027
226,hirado,33.3597,129.5531,14.87,61,0,2.38,JP,1651609028
227,ayna,-12.65,-73.9167,20.13,76,91,1.18,PE,1651609028
228,strezhevoy,60.7333,77.5889,-4.96,96,10,1.6,RU,1651609029
229,wanning,18.8003,110.3967,20.68,82,100,4.36,CN,1651609030
230,bethel,41.3712,-73.414,15.91,77,100,3.09,US,1651609030
231,komsomolskiy,40.4272,71.7189,21.4,56,100,2.06,UZ,1651609031
232,grindavik,63.8424,-22.4338,5.26,75,75,9.26,IS,1651609031
233,santiago del estero,-27.7951,-64.2615,21.52,31,0,1.49,AR,1651608787
234,bataipora,-22.2953,-53.2711,19.43,92,95,5.15,BR,1651609032
235,cidreira,-30.1811,-50.2056,17.87,92,100,9.29,BR,1651609033
236,kargala,56.6208,83.9607,-0.28,88,7,1.86,RU,1651609033
237,forio,40.7342,13.8646,15.81,80,52,0.89,IT,1651609034
238,namatanai,-3.6667,152.4333,26.56,83,43,2.68,PG,1651609034
239,iligan,8.2282,124.2412,25.22,89,97,1.7,PH,1651609035
240,ixtapa,20.7,-105.2,27.57,61,75,4.12,MX,1651609036
241,esso,55.9333,158.7,-3.44,94,76,1.17,RU,1651608743
242,dingle,10.9995,122.6711,24.66,85,100,2.84,PH,1651609036
243,avarua,-21.2078,-159.775,27.03,89,75,3.6,CK,1651609037
244,awjilah,29.1081,21.2869,20.32,37,0,6.46,LY,1651609037
245,praia da vitoria,38.7333,-27.0667,17.64,88,40,3.71,PT,1651609038
246,dondo,-19.6094,34.7431,23.73,89,81,1.38,MZ,1651609039
247,kisangani,0.5167,25.2,21.52,99,100,0.72,CD,1651609039
248,rio grande,-32.035,-52.0986,18.06,83,100,6.96,BR,1651609040
249,araouane,18.9048,-3.5265,29.53,11,70,2.08,ML,1651609040
250,beloha,-25.1667,45.05,19.41,78,0,4.75,MG,1651609041
251,tazmalt,36.3868,4.3989,17.05,76,48,1.73,DZ,1651609042
252,palu,-0.8917,119.8707,24.48,95,100,1.41,ID,1651609043
253,mercedes,-34.6515,-59.4307,18.25,41,0,0.12,AR,1651609043
254,vardo,70.3705,31.1107,-6.01,73,40,9.77,NO,1651609044
255,podzvizd,45.1742,15.8736,9.89,80,88,1.33,BA,1651609044
256,sembe,1.6481,14.5806,24.45,84,98,1.16,CG,1651609045
257,skibbereen,51.55,-9.2667,12.28,91,73,5.0,IE,1651609046
258,buraydah,26.326,43.975,28.25,15,1,5.33,SA,1651609046
259,bamora,24.0552,78.0909,33.31,18,60,3.12,IN,1651609047
260,omsukchan,62.5333,155.8,-6.36,97,98,2.03,RU,1651609048
261,jibuti,11.5,42.5,26.41,68,0,5.37,DJ,1651609049
262,college,64.8569,-147.8028,11.67,42,75,2.57,US,1651609049
263,kruisfontein,-34.0033,24.7314,17.16,94,0,2.41,ZA,1651609050
264,izhevsk,56.85,53.2333,11.74,49,97,1.34,RU,1651608788
265,saint anthony,45.0205,-93.218,15.06,46,0,6.17,US,1651609050
266,mandera,3.9366,41.867,27.36,67,100,7.57,KE,1651609051
267,baghdad,33.3406,44.4009,28.95,24,0,3.6,IQ,1651609052
268,ponta do sol,32.6667,-17.1,17.78,54,30,2.37,PT,1651609052
269,erdemli,36.605,34.3084,21.77,61,10,1.44,TR,1651609053
270,young,-32.6833,-57.6333,16.56,66,22,2.62,UY,1651609053
271,smidovich,48.6,133.8167,2.83,86,9,3.02,RU,1651609054
272,port elizabeth,-33.918,25.5701,18.51,99,75,5.14,ZA,1651609054
273,victoria,22.2855,114.1577,22.99,72,39,2.68,HK,1651608908
274,vestmannaeyjar,63.4427,-20.2734,6.36,91,97,13.59,IS,1651609055
275,kuching,1.55,110.3333,26.12,94,20,0.0,MY,1651609055
276,ahipara,-35.1667,173.1667,14.22,83,75,2.93,NZ,1651609056
277,bara,10.3744,10.7288,33.46,31,47,2.1,NG,1651609056
278,madimba,-10.4,40.3333,23.61,86,0,4.17,TZ,1651609057
279,bathsheba,13.2167,-59.5167,27.29,77,8,8.36,BB,1651609057
280,tiksi,71.6872,128.8694,-15.58,100,88,2.36,RU,1651609058
281,numata,36.6333,139.05,6.75,80,2,1.74,JP,1651609059
282,sola,-13.8833,167.55,27.76,73,81,4.54,VU,1651609059
283,devils lake,48.1128,-98.8651,7.06,65,0,0.0,US,1651609060
284,turayf,31.6725,38.6637,23.63,21,37,8.03,SA,1651608766
285,nueva gerona,21.8833,-82.8,29.7,62,1,6.2,CU,1651609060
286,tete,-16.1564,33.5867,23.05,68,75,2.06,MZ,1651609061
287,ambunti,-4.2365,142.8448,23.5,100,100,0.55,PG,1651609061
288,ancud,-41.8697,-73.8203,11.66,96,100,4.53,CL,1651609062
289,khatanga,71.9667,102.5,-10.13,94,100,2.95,RU,1651609062
290,tromso,69.6496,18.957,-0.9,69,75,3.09,NO,1651608954
291,takaka,-40.85,172.8,15.31,91,3,1.15,NZ,1651609063
292,road town,18.4167,-64.6167,28.05,74,20,5.14,VG,1651609064
293,houma,29.5958,-90.7195,31.12,56,40,2.68,US,1651608956
294,baculin,7.4525,126.5842,25.16,91,100,2.09,PH,1651609064
295,chippewa falls,44.9369,-91.3929,15.1,48,40,6.17,US,1651609018
296,asau,46.4333,26.4,9.97,81,98,1.65,RO,1651609065
297,jutai,-5.1833,-68.9,30.54,64,82,0.77,BR,1651609065
298,alekseyevsk,57.8406,108.3492,-0.2,90,18,4.52,RU,1651609066
299,beyneu,45.3167,55.2,15.57,71,73,2.69,KZ,1651609067
300,camana,-16.6228,-72.7111,20.41,79,100,3.85,PE,1651609067
301,redlands,34.0556,-117.1825,27.95,49,0,2.57,US,1651608911
302,panshi,42.9422,126.0561,10.94,57,8,4.68,CN,1651609068
303,kununurra,-15.7667,128.7333,20.99,88,0,0.0,AU,1651608837
304,yerbogachen,61.2767,108.0108,-2.39,95,100,6.03,RU,1651609069
305,vysokogornyy,50.1167,139.15,-2.24,94,100,1.44,RU,1651609070
306,linxia,35.6003,103.2064,10.35,32,7,1.66,CN,1651609070
307,shimoda,34.6667,138.95,10.06,64,0,4.06,JP,1651609071
308,mahajanga,-15.7167,46.3167,25.01,78,20,1.54,MG,1651609072
309,tsiroanomandidy,-18.7667,46.0333,20.66,74,78,0.91,MG,1651609073
310,jiuquan,39.7432,98.5174,18.25,9,0,3.86,CN,1651609074
311,bure,10.7,37.0667,19.48,55,89,3.04,ET,1651609074
312,bireun,5.203,96.7009,25.71,78,100,1.29,ID,1651609075
313,gat,31.61,34.7642,21.89,100,1,4.29,IL,1651609075
314,alofi,-19.0595,-169.9187,25.94,73,100,3.6,NU,1651609076
315,port macquarie,-31.4333,152.9167,12.16,92,17,2.28,AU,1651609076
316,touros,-5.1989,-35.4608,27.11,83,26,5.91,BR,1651608997
317,xaxim,-26.9617,-52.5347,15.21,99,100,1.95,BR,1651609077
318,eyl,7.9803,49.8164,29.29,77,3,4.71,SO,1651609078
319,belogorsk,50.9158,128.4611,3.38,61,100,3.13,RU,1651609078
320,icod de los vinos,28.3724,-16.7119,19.7,80,13,3.79,ES,1651609079
321,priiskovyy,51.9333,116.6333,7.52,50,99,2.04,RU,1651609080
322,acarau,-2.8856,-40.12,26.87,84,69,5.88,BR,1651609080
323,det udom,14.906,105.0784,19.9,86,100,2.57,TH,1651609081
324,lodja,-3.4833,23.4333,22.3,91,75,0.72,CD,1651609081
325,launceston,-41.45,147.1667,14.8,87,100,7.72,AU,1651609082
326,natal,-5.795,-35.2094,29.12,79,40,6.69,BR,1651609082
327,alzamay,55.5562,98.6644,2.47,97,100,1.67,RU,1651609083
328,shu,43.5983,73.7614,16.55,95,100,2.57,KZ,1651609083
329,atambua,-9.1061,124.8925,23.18,88,47,1.81,ID,1651609084
330,najran,17.4924,44.1277,26.36,17,64,1.92,SA,1651609084
331,nanortalik,60.1432,-45.2371,1.65,85,72,2.62,GL,1651609085
332,aksu,41.1231,80.2644,21.2,16,3,1.74,CN,1651609086
333,barra da estiva,-13.6261,-41.3269,24.01,46,75,2.55,BR,1651609086
334,cap malheureux,-19.9842,57.6142,24.15,80,4,2.24,MU,1651609087
335,port moresby,-9.4431,147.1797,24.68,94,40,1.54,PG,1651608979
336,tecalitlan,19.4667,-103.3,29.25,11,100,3.74,MX,1651609088
337,tessalit,20.1986,1.0114,29.14,8,62,3.58,ML,1651609088
338,van,38.4924,43.3831,8.64,93,75,1.54,TR,1651608910
339,saint-leu,-21.15,55.2833,21.48,78,6,6.59,RE,1651609089
340,sukhumi,43.0033,41.0153,13.37,85,100,1.81,GE,1651609090
341,rognan,67.0953,15.3878,1.08,78,100,1.89,NO,1651609090
342,prince george,53.9166,-122.753,12.06,60,100,5.22,CA,1651608804
343,jiblah,13.9216,44.1467,19.26,62,98,1.48,YE,1651609091
344,nome,64.5011,-165.4064,-1.96,43,0,2.57,US,1651609092
345,halifax,44.6453,-63.5724,14.83,60,19,2.24,CA,1651608893
346,tucuman,-26.8241,-65.2226,22.0,40,0,2.06,AR,1651609092
347,cayenne,4.9333,-52.3333,28.38,1,75,3.6,GF,1651608802
348,chulman,56.8479,124.9104,-7.6,95,98,1.7,RU,1651609093
349,ponta delgada,37.7333,-25.6667,19.17,100,75,3.09,PT,1651609094
350,constitucion,-35.3333,-72.4167,17.77,56,2,6.26,CL,1651608956
351,sechura,-5.5569,-80.8222,24.1,63,25,7.14,PE,1651609094
352,chivay,-15.6383,-71.6011,16.92,24,20,5.22,PE,1651609095
353,karratha,-20.7377,116.8463,26.23,58,0,1.66,AU,1651609095
354,boyolangu,-8.1181,111.8935,24.67,93,99,1.54,ID,1651609096
355,tigil,57.8,158.6667,-2.86,93,79,0.8,RU,1651609097
356,flin flon,54.7682,-101.865,-1.09,86,100,3.6,CA,1651608910
357,petukhovo,55.0692,67.9019,6.76,52,2,2.69,RU,1651609097
358,logan lake,50.4998,-120.8025,15.91,55,98,4.38,CA,1651609098
359,roald,62.5833,6.1333,6.53,70,0,4.63,NO,1651609099
360,aquin,18.2833,-73.4,28.45,71,1,4.35,HT,1651609099
361,trat,12.5,102.5,24.37,93,100,2.85,TH,1651609065
362,pundaguitan,6.3711,126.1689,27.0,78,100,5.13,PH,1651609100
363,teknaf,20.8624,92.3058,26.32,85,13,2.48,BD,1651609100
364,havre-saint-pierre,50.2334,-63.5986,9.2,53,0,4.12,CA,1651609101
365,hovd,48.0056,91.6419,13.56,61,63,0.45,MN,1651609102
366,geraldton,-28.7667,114.6,14.23,67,0,6.17,AU,1651609103
367,sakakah,29.9697,40.2064,30.76,13,2,4.79,SA,1651609104
368,saint george,37.1041,-113.5841,22.57,11,0,6.69,US,1651608812
369,liverpool,53.4106,-2.9779,13.67,79,20,1.54,GB,1651608909
